ICDec,ICRA,ICsigmaR,ICtime,ICmsec
52.8047,248.109,0.217416,2016-01-15 08:59:39,295706
29.6705,109.554,1.06718,2016-01-19 02:57:00,810035
82.7878,38.86,2.58931,2016-01-09 02:58:41,619729
17.3729,203.747,8.22372,2016-01-20 09:39:20,49777
55.9736,123.07,0.921831,2016-01-04 19:32:38,590535
62.0493,346.291,1.03839,2016-01-23 17:09:25,885975
20.8401,122.412,1.02673,2016-01-02 19:52:33,849978
20.2952,218.396,6.71544,2016-01-03 01:50:48,111671
68.5381,181.059,1.45933,2016-01-06 06:22:34,328298
6.4221,349.425,2.66946,2016-01-04 04:42:04,157899
36.4393,321.092,1.27334,2016-01-28 11:48:05,125642
67.605,213.768,0.300228,2016-01-14 14:55:40,458991
51.3173,206.292,0.406999,2016-01-24 00:30:39,433931
8.15302,33.4448,3.20185,2016-01-17 12:45:12,740998
26.1037,245.74,1.27518,2016-01-06 18:49:48,923719
27.0637,27.7611,0.920653,2016-01-01 22:56:47,161456
35.7525,335.258,1.69578,2016-01-23 09:29:04,344073
47.3526,296.709,1.26152,2016-01-23 14:01:17,573751
25.4134,241.585,2.42708,2016-01-09 01:25:21,19302
74.6111,339.264,1.39571,2016-01-09 07:05:47,644162
64.3945,172.395,1.43697,2016-01-08 00:41:23,827851
52.8233,356.887,0.554118,2016-01-23 11:30:15,836681
6.4106,131.037,1.41471,2016-01-04 04:14:00,96549
56.6683,48.4983,0.583658,2016-01-26 23:06:24,205832
48.026,339.051,0.605921,2016-01-05 05:06:30,967902
57.4623,21.93,0.439603,2016-01-06 20:39:11,203719
76.7214,321.901,1.89485,2016-01-22 10:56:59,426256
79.5499,341.708,0.438233,2016-01-02 11:14:14,619016
79.4888,87.777,0.341753,2016-01-24 12:37:58,218091
11.0674,49.8704,3.66437,2016-01-12 18:40:42,772277
64.4894,149.291,1.54408,2016-01-03 04:54:04,597707
26.6167,344.119,1.35585,2016-01-06 11:48:07,151945
78.7804,253.471,0.352955,2016-01-11 13:35:41,242763
78.9551,69.0177,1.22244,2016-01-07 16:41:01,964418
49.6455,125.331,0.654804,2016-01-11 04:45:50,354816
52.0511,150.471,0.701746,2016-01-15 21:55:36,204759
56.6903,65.7471,1.06291,2016-01-29 10:24:06,29076
32.2433,213.809,1.51262,2016-01-23 22:23:30,285611
59.428,58.5867,0.40597,2016-01-15 08:03:29,115133
4.18027,13.9142,0.611317,2016-01-16 21:54:17,249757
43.3288,118.522,1.0918,2016-01-29 19:22:17,757630
81.3295,171.948,0.971473,2016-01-04 04:44:22,996968
26.3951,176.556,0.607694,2016-01-09 09:48:41,288652
57.8594,229.238,2.47211,2016-01-28 09:58:27,336328
23.0879,34.1252,6.43788,2016-01-08 11:11:56,761469
55.6889,256.201,1.15382,2016-01-30 09:52:55,599186
79.1905,141.212,0.714785,2016-01-30 15:09:28,88876
85.5308,80.0132,1.74906,2016-01-08 04:20:57,824952
26.9037,45.5218,0.616746,2016-01-23 12:19:53,831249
7.5783,249.867,1.81072,2016-01-17 11:28:49,646102
59.0414,158.772,1.1658,2016-01-09 12:59:39,484730
87.0337,173.919,0.732718,2016-01-31 03:05:37,77453
62.6915,199.368,0.393117,2016-01-19 09:42:30,32998
27.9145,80.7016,0.874196,2016-01-31 12:25:20,951446
30.1477,66.1369,0.643474,2016-01-20 12:08:44,346582
88.0226,21.0614,0.743,2016-01-07 06:25:13,273104
8.20266,207.178,1.59965,2016-01-25 13:22:51,776567
70.4171,261.35,2.19972,2016-01-22 01:04:50,772994
0.13972,179.187,2.47089,2016-01-21 15:58:00,330807
0.373855,338.106,0.77608,2016-01-16 05:27:39,437851
15.2116,184.158,0.559228,2016-01-16 11:42:01,590676
21.1802,154.402,1.26703,2016-01-11 14:44:18,669680
36.6551,263.489,0.680017,2016-01-04 15:57:08,825909
63.4211,38.1927,5.87212,2016-01-15 08:26:44,957242
15.1705,75.4263,0.608332,2016-01-15 14:17:37,656225
19.7378,151.088,0.227188,2016-01-21 15:48:23,268409
40.5915,185.752,1.13334,2016-01-08 07:14:46,608652
11.8254,312.337,2.5683,2016-01-06 01:55:53,953461
87.4741,109.224,0.955801,2016-01-11 15:41:50,125611
21.5615,147.303,2.14237,2016-01-08 14:32:16,616611
3.84393,261.182,1.35594,2016-01-31 20:18:22,654780
17.5733,134.931,1.71745,2016-01-09 01:38:23,165391
20.2849,92.2394,0.590225,2016-01-13 02:43:56,317008
4.34064,357.362,0.427521,2016-01-17 16:25:35,271561
35.6898,179.371,0.600531,2016-01-28 21:04:04,323699
71.5926,154.58,1.26286,2016-01-12 04:10:57,7595
40.8949,37.3547,1.26783,2016-01-28 20:49:02,652144
31.9521,343.275,0.960948,2016-01-27 11:41:02,534857
28.7143,259.747,0.839482,2016-01-10 02:07:53,838167
33.288,36.0971,0.57456,2016-01-14 00:57:25,469747
46.9874,346.142,0.141518,2016-01-15 20:38:43,819208
74.0193,207.136,3.16322,2016-01-24 16:25:10,290323
37.4029,326.755,2.71484,2016-01-27 22:23:24,23175
57.9218,49.0501,3.26719,2016-01-12 01:41:06,331021
61.6434,190.111,1.23929,2016-01-13 05:39:45,204410
14.5283,109.196,1.57367,2016-01-03 08:56:06,799120
35.9532,267.817,1.14555,2016-01-21 01:46:20,469451
43.8534,85.5826,2.37796,2016-01-31 16:27:08,276211
42.8334,121.674,1.14561,2016-01-19 18:12:27,273635
30.3547,216.539,1.64321,2016-01-19 19:57:58,804020
65.056,113.642,0.689781,2016-01-11 17:07:11,840357
54.3655,111.24,0.763463,2016-01-20 11:33:22,954710
9.83591,168.327,4.27734,2016-01-03 16:07:07,847814
79.4985,326.78,1.89808,2016-01-22 12:55:56,350242
42.2479,121.336,0.825093,2016-01-19 22:40:00,124471
44.7882,103.668,2.1073,2016-01-01 22:32:02,415057
0.142527,6.17747,2.31365,2016-01-21 11:30:26,473822
14.9299,340.353,0.697817,2016-01-04 03:28:25,208667
36.7305,233.007,1.85762,2016-01-13 04:02:21,39317
56.1395,67.168,2.92985,2016-01-11 03:38:13,186955
68.5223,38.9305,2.91078,2016-01-03 02:25:27,959088
57.0129,352.463,1.36866,2016-01-20 19:36:59,489969
15.498,276.601,0.776009,2016-01-05 00:59:31,737439
87.9644,148.626,2.253,2016-01-17 17:39:40,525560
9.83944,213.082,0.856076,2016-01-29 18:03:00,90386
54.3795,272.314,1.40344,2016-01-13 18:50:48,826929
8.90831,130.647,0.679078,2016-01-14 20:00:37,110079
59.0626,264.32,0.576731,2016-01-18 23:29:41,89410
81.5987,133.569,0.752509,2016-01-04 01:21:44,356220
60.2341,344.562,1.2497,2016-01-30 03:00:11,313272
36.7991,334.541,1.68096,2016-01-16 22:17:14,493395
23.7104,348.625,0.674906,2016-01-08 09:58:27,659353
21.7696,356.574,0.608289,2016-01-25 12:55:13,231700
0.345136,40.0951,2.24113,2016-01-04 00:18:24,419939
38.6217,296.489,0.807682,2016-01-18 07:21:24,651575
16.2056,103.646,0.548927,2016-01-14 17:46:48,11333
39.4353,88.1299,1.07723,2016-01-23 00:44:31,558637
13.2164,224.863,3.31107,2016-01-11 04:28:06,623588
88.14,39.2256,5.15031,2016-01-24 11:51:53,101048
55.9903,186.959,1.00069,2016-01-21 19:29:45,382032
44.1483,53.5088,1.37765,2016-01-01 20:16:41,167690
88.376,320.36,0.65803,2016-01-05 05:47:50,349592
60.5986,343.524,1.67375,2016-01-14 07:46:40,482425
43.4531,31.4647,1.94842,2016-01-08 22:04:30,573571
67.2419,285.41,2.93266,2016-01-06 11:56:38,191120
42.2068,138.572,1.25045,2016-01-18 06:06:20,767034
59.8059,128.689,0.58933,2016-01-12 16:26:10,755976
9.86337,279.71,0.979419,2016-01-02 05:08:50,827429
23.2759,280.812,1.56041,2016-01-14 10:39:38,89424
67.8357,66.5425,0.711161,2016-01-27 00:44:39,654751
30.055,312.806,2.99028,2016-01-01 07:45:32,326474
32.3162,321.66,0.895414,2016-01-02 10:22:02,299221
31.8811,201.065,0.830431,2016-01-18 23:14:13,609176
78.0345,352.255,1.0375,2016-01-12 01:58:47,972975
57.8727,203.648,1.71317,2016-01-11 10:15:56,372772
36.8461,226.885,0.724267,2016-01-30 00:01:22,42877
79.417,282.449,2.0874,2016-01-31 17:06:36,396051
75.3044,214.557,2.2301,2016-01-16 21:08:10,105943
1.41515,244.349,0.408441,2016-01-05 07:04:57,9929
63.4839,223.096,0.662892,2016-01-24 15:35:28,971442
62.5639,112.376,0.529483,2016-01-26 10:34:09,999380
16.5892,216.401,4.0132,2016-01-23 08:03:01,356365
63.982,18.5486,0.830809,2016-01-20 11:41:41,556719
62.1709,226.762,6.0353,2016-01-29 21:05:51,986701
28.888,2.65076,1.48834,2016-01-16 15:12:26,422476
30.4401,253.653,0.879288,2016-01-18 10:14:08,201339
27.7767,49.4734,1.36172,2016-01-19 06:59:08,508781
16.314,304.572,0.950969,2016-01-26 11:26:24,962347
83.6206,337.239,1.29916,2016-01-30 16:55:24,685997
10.8672,203.81,2.27036,2016-01-19 10:21:26,320391
39.2874,176.827,0.746586,2016-01-11 10:57:23,375423
58.1569,151.848,1.76513,2016-01-22 22:39:02,995423
66.873,100.325,1.91931,2016-01-06 19:35:41,586959
64.2312,298.965,2.69705,2016-01-23 17:01:46,825348
33.7611,350.91,0.793468,2016-01-22 14:19:06,243348
89.8403,214.23,1.29025,2016-01-23 16:45:21,322316
55.6715,285.867,4.14274,2016-01-29 08:52:38,671841
76.2246,343.926,0.373354,2016-01-25 11:05:44,905098
58.5473,176.817,1.62236,2016-01-14 11:14:36,196780
73.9774,35.2411,1.61689,2016-01-01 05:56:32,128059
53.5081,55.9621,1.41263,2016-01-24 02:02:03,677817
66.3216,315.949,1.27693,2016-01-29 02:07:25,269160
87.8545,244.835,1.12296,2016-01-10 17:02:49,869512
17.3674,335.389,1.39646,2016-01-01 11:16:14,196952
39.0593,87.0901,0.699482,2016-01-28 00:28:08,182825
61.4836,252.351,5.47442,2016-01-17 15:07:05,161724
39.3682,343.243,1.19804,2016-01-17 07:39:22,694755
45.1763,303.594,2.34803,2016-01-25 11:53:15,209791
43.3747,276.485,1.0566,2016-01-03 22:20:57,171829
76.8609,351.211,0.422311,2016-01-12 17:07:52,865759
70.8392,304.714,0.906254,2016-01-19 20:52:30,327388
57.2544,100.893,0.56491,2016-01-05 02:33:31,925925
79.8313,312.903,0.792493,2016-01-17 18:49:27,990853
63.4268,124.152,0.55648,2016-01-24 13:37:48,283970
35.0857,235.107,0.839272,2016-01-21 11:04:17,509429
63.639,134.169,0.848541,2016-01-29 00:19:12,56895
3.80815,95.5678,1.28127,2016-01-31 17:06:26,862334
19.095,125.477,0.497627,2016-01-05 22:18:54,69324
8.40987,37.0297,1.14137,2016-01-25 05:43:09,286952
52.6434,158.172,1.29502,2016-01-24 04:52:53,613108
57.5447,84.2347,1.641,2016-01-01 01:49:14,27002
64.0221,299.792,2.40629,2016-01-14 03:17:51,178284
57.9,185.983,0.986104,2016-01-05 08:28:42,701763
65.6441,118.602,0.267983,2016-01-09 10:47:36,983454
55.8261,174.96,0.676903,2016-01-26 02:46:56,418721
51.715,246.997,0.46942,2016-01-21 08:33:26,723743
34.2872,209.62,2.05333,2016-01-23 18:49:41,570639
82.4743,322.552,0.723661,2016-01-10 11:52:41,408545
11.2156,95.7956,1.07941,2016-01-17 09:51:02,935757
32.6226,20.3663,0.767775,2016-01-08 06:09:45,355528
4.68875,316.182,0.637267,2016-01-03 08:44:47,552328
87.3255,184.754,0.745766,2016-01-11 01:03:56,974281
41.2282,181.707,0.392264,2016-01-29 05:54:29,110747
30.2529,29.6218,0.720425,2016-01-18 14:58:05,415149
49.4042,277.223,2.02514,2016-01-29 15:54:13,653311
83.2658,184.885,0.31068,2016-01-03 05:17:12,94530
47.7428,235.356,9.98352,2016-01-06 10:12:39,336358
53.9705,49.2685,1.26399,2016-01-13 04:19:35,317592
35.6577,351.352,8.37708,2016-01-03 23:45:31,936861
32.4486,28.8271,0.657978,2016-01-12 07:05:17,888394
33.3172,272.94,0.438137,2016-01-31 05:39:57,492598
34.743,288.216,7.70103,2016-01-08 20:19:37,134155
44.3945,281.566,6.45507,2016-01-20 17:05:41,458175
7.92957,237.068,0.417265,2016-01-17 11:39:14,642592
71.4963,354.504,3.23004,2016-01-05 01:55:01,169777
6.04323,322.739,1.41176,2016-01-24 12:46:03,129545
45.3889,249.146,0.234029,2016-01-24 01:57:25,897575
23.8724,228.668,1.22653,2016-01-24 02:34:03,274655
65.5878,101.094,1.04319,2016-01-21 11:45:21,172220
17.2564,352.769,1.45943,2016-01-30 16:36:41,820106
59.9431,88.4138,1.95614,2016-01-30 05:49:18,81185
42.5897,171.734,1.39418,2016-01-25 21:25:02,987090
3.90497,210.195,2.89259,2016-01-26 22:06:09,640131
45.961,230.329,1.19218,2016-01-11 10:22:50,123758
56.427,149.771,1.21536,2016-01-13 14:11:07,571292
35.1976,18.8172,0.55304,2016-01-17 14:14:09,398219
52.4758,159.579,1.17189,2016-01-16 00:19:48,231411
51.4583,117.892,0.898909,2016-01-09 09:33:18,739728
57.0219,124.733,0.715785,2016-01-05 04:59:29,694077
58.3395,76.3437,0.812185,2016-01-15 19:44:44,780189
48.3723,220.164,0.683175,2016-01-12 22:11:26,451193
64.8936,50.3022,1.33568,2016-01-11 10:48:14,48783
87.181,247.224,1.45188,2016-01-22 20:10:43,960677
0.537996,100.632,2.84498,2016-01-03 04:41:10,824362
35.977,318.638,1.19715,2016-01-11 01:00:19,402269
54.7567,288.289,1.58034,2016-01-24 05:47:38,78257
84.9211,149.207,1.82247,2016-01-24 19:29:13,314280
71.5915,307.37,1.66329,2016-01-03 17:27:47,190510
4.9492,223.428,1.31412,2016-01-26 21:21:42,654766
52.1121,285.76,4.14162,2016-01-31 08:57:53,54319
21.5633,207.81,0.605795,2016-01-27 16:13:35,665793
74.0186,300.077,3.34381,2016-01-26 23:50:40,753751
76.655,199.736,1.40364,2016-01-14 05:26:40,242713
15.9037,73.6611,2.50035,2016-01-26 15:53:23,523759
20.1701,8.09721,0.611669,2016-01-05 22:49:48,946778
11.3367,261.82,0.946846,2016-01-12 02:06:33,374042
71.7611,294.891,0.459381,2016-01-21 19:26:32,254207
11.1349,352.848,1.34873,2016-01-06 17:22:31,94441
50.9455,40.0994,5.47746,2016-01-13 21:11:53,560226
3.33745,150.082,3.17557,2016-01-19 23:02:46,559952
29.1905,356.167,0.32626,2016-01-08 03:26:50,225963
32.9803,138.249,1.1387,2016-01-15 05:44:42,381192
24.3638,90.4763,4.81763,2016-01-24 02:19:12,387481
26.2748,312.137,1.93699,2016-01-25 05:27:01,914259
1.88749,334.833,1.73968,2016-01-02 19:58:33,31426
82.3903,259.372,3.62484,2016-01-09 11:30:31,281620
56.9698,259.245,1.58319,2016-01-13 00:51:59,264205
1.92709,297.234,1.75874,2016-01-29 08:21:51,120151
60.1809,169.089,10.3237,2016-01-13 02:48:53,45605
42.5901,221.185,3.74691,2016-01-30 17:21:58,571054
64.62,183.117,2.08908,2016-01-19 20:40:42,375768
75.6918,106.769,2.29332,2016-01-15 11:38:03,836475
24.8148,189.13,2.09068,2016-01-28 03:03:46,436798
23.4882,293.516,0.495207,2016-01-12 20:00:29,240924
70.2021,161.012,0.967297,2016-01-18 06:23:26,189099
67.7861,145.443,5.77117,2016-01-20 15:40:58,611987
41.2761,194.101,1.77836,2016-01-24 23:43:47,37716
80.6984,81.2356,0.499363,2016-01-11 14:08:04,183288
54.8142,276.91,1.13644,2016-01-06 13:25:52,513838
8.44192,47.1845,1.86689,2016-01-01 23:07:53,196861
2.88609,125.597,0.925779,2016-01-14 22:31:54,311914
35.9949,125.355,2.09426,2016-01-29 21:38:28,590253
36.5598,171.018,0.357652,2016-01-10 19:30:07,78205
73.6707,58.3067,1.45505,2016-01-10 17:44:44,654280
9.36143,246.26,0.585111,2016-01-24 14:47:31,19976
19.3418,344.513,0.928959,2016-01-21 03:12:39,630239
37.6468,307.059,0.748392,2016-01-06 13:01:12,291887
9.67385,284.154,0.619541,2016-01-31 19:43:14,164991
11.0184,168.401,1.91627,2016-01-30 11:41:23,531203
71.7246,196.831,1.54291,2016-01-05 14:45:54,797752
61.5174,179.211,1.78384,2016-01-24 21:56:44,484608
65.1348,159.681,1.24467,2016-01-30 16:25:01,217828
89.3812,231.614,0.310344,2016-01-20 11:32:20,930333
25.2361,139.241,0.733119,2016-01-08 19:32:28,60612
68.7865,225.341,0.885942,2016-01-22 09:45:24,794052
64.6047,84.9877,0.907204,2016-01-17 05:03:56,46783
67.3754,41.4198,0.770988,2016-01-03 21:49:18,850517
74.0801,274.292,1.4163,2016-01-02 06:44:56,451976
22.842,197.416,0.710654,2016-01-18 17:50:46,119411
56.8578,176.437,0.355665,2016-01-25 00:15:43,616554
13.885,123.948,0.821797,2016-01-15 14:00:43,766314
1.72022,136.418,1.21983,2016-01-17 19:41:00,483444
55.2678,12.27,0.504326,2016-01-03 14:37:23,973333
30.5267,77.2589,0.534293,2016-01-23 07:15:59,16456
82.2661,252.42,3.26689,2016-01-01 00:09:24,249790
15.5005,258.84,1.85285,2016-01-30 19:53:58,694314
40.5986,260.483,0.413515,2016-01-20 02:43:05,768017
38.8559,353.774,1.55402,2016-01-11 08:06:00,766039
10.9531,268.918,1.51054,2016-01-25 23:17:38,975360
54.7861,356.381,3.26952,2016-01-26 03:55:24,426776
69.7597,260.103,1.54591,2016-01-21 09:31:36,808755
49.4162,33.1453,1.30101,2016-01-10 19:49:12,505407
63.1087,119.748,0.979728,2016-01-26 12:38:15,767589
81.9506,259.764,2.50623,2016-01-04 00:10:26,205794
36.8537,31.8453,1.37802,2016-01-15 14:19:01,841422
36.0341,344.295,0.760562,2016-01-10 19:13:21,867821
32.7645,128.947,0.775789,2016-01-22 14:31:40,929997
52.8007,12.3164,1.58388,2016-01-25 17:58:11,964531
21.1527,352.245,2.21604,2016-01-07 21:13:43,710113
1.11812,199.168,0.911909,2016-01-25 02:37:49,753558
45.8794,152.231,0.780622,2016-01-22 15:13:51,178840
70.7438,220.299,1.48549,2016-01-02 17:25:53,365825
57.8879,267.962,0.801927,2016-01-19 22:06:08,39604
54.4889,94.6574,4.03019,2016-01-03 06:42:55,355977
87.0799,121.245,0.278998,2016-01-13 20:40:00,709425
69.7129,46.1957,0.400773,2016-01-21 07:45:54,183819
59.1015,34.6203,1.39289,2016-01-11 00:47:01,15716
9.43098,101.575,1.51108,2016-01-04 21:29:07,926570
21.46,148.977,1.0068,2016-01-11 09:36:35,750947
23.6255,137.935,0.980077,2016-01-13 20:14:59,177757
87.6025,283.051,1.32039,2016-01-31 00:43:31,173641
84.5012,288.638,1.67017,2016-01-21 09:21:09,386303
49.6251,182.379,0.291759,2016-01-13 09:09:53,594820
44.2066,215.319,2.1186,2016-01-25 17:35:49,557179
64.949,25.0767,1.31438,2016-01-12 16:54:19,555296
36.2519,214.891,0.883481,2016-01-17 07:27:44,816172
69.691,327.476,0.609029,2016-01-09 06:13:27,254436
18.6814,8.71922,1.29741,2016-01-25 12:16:34,713798
43.8332,51.0961,1.81156,2016-01-01 02:24:21,576032
29.8521,313.431,0.444548,2016-01-31 09:42:01,22835
21.7072,220.898,1.49301,2016-01-09 03:38:11,737727
43.6359,9.02251,0.585486,2016-01-10 11:33:13,382811
63.5979,359.428,1.47242,2016-01-04 22:23:41,235658
14.8526,305.807,0.590344,2016-01-25 19:54:25,680475
17.3266,223.681,1.86005,2016-01-22 10:04:31,721292
83.2952,345.122,3.06676,2016-01-24 18:41:33,251753
81.4902,181.48,0.609503,2016-01-08 07:04:19,334875
19.532,346.88,0.743711,2016-01-24 11:59:44,479681
6.63856,224.37,2.06192,2016-01-25 22:07:10,352687
8.40871,61.5545,0.351628,2016-01-06 01:02:44,77435
54.9237,96.8312,2.884,2016-01-30 20:25:59,346598
11.072,281.124,1.03235,2016-01-23 19:41:13,990879
31.6587,5.81586,0.629823,2016-01-21 11:35:26,670017
61.4858,173.686,0.650856,2016-01-24 19:59:06,200090
40.852,177.87,2.05083,2016-01-15 12:05:45,541207
33.9012,222.197,1.97292,2016-01-06 18:54:07,907226
67.9551,132.274,2.25851,2016-01-30 06:08:10,752214
57.1629,202.562,3.28857,2016-01-19 05:11:30,147179
1.01377,257.395,2.50042,2016-01-22 05:16:18,23365
44.636,206.707,1.81195,2016-01-05 15:03:46,468660
1.91636,202.143,1.07938,2016-01-02 00:36:17,348687
9.94478,199.278,0.718376,2016-01-13 23:16:43,952617
86.1004,359.251,0.979154,2016-01-23 20:36:22,850043
56.8305,210.673,1.40284,2016-01-31 21:59:10,72499
50.287,293.387,0.652322,2016-01-17 09:15:25,228110
61.434,154.649,1.19787,2016-01-17 13:05:52,616254
46.8922,185.073,0.596488,2016-01-05 04:56:25,171301
5.42796,131.303,0.998481,2016-01-22 09:21:33,539533
26.0824,117.665,0.297184,2016-01-25 07:54:44,392685
47.7412,148.572,1.22694,2016-01-27 14:29:23,923763
4.27086,117.247,3.06883,2016-01-27 03:30:47,817849
78.2732,232.407,0.404001,2016-01-04 07:06:32,985723
37.2574,194.05,1.05364,2016-01-05 00:37:14,694400
45.659,228.308,1.64016,2016-01-19 02:46:42,878471
23.2188,122.732,1.08509,2016-01-01 20:37:15,827427
48.9871,276.961,0.860646,2016-01-10 09:43:16,412796
10.3009,136.96,0.958079,2016-01-07 19:49:49,820632
1.39012,104.66,1.97934,2016-01-31 01:51:49,756406
87.3545,155.752,2.45334,2016-01-30 09:21:43,24387
72.4782,113.605,0.324614,2016-01-03 12:17:18,302148
75.9612,48.4194,1.0851,2016-01-09 21:03:49,514337
0.446693,101.869,1.00892,2016-01-15 10:13:08,754198
88.003,281.157,1.47181,2016-01-11 10:15:26,156564
40.24,176.507,0.351266,2016-01-15 15:48:46,960138
67.0485,207.039,0.837092,2016-01-24 07:36:54,663044
31.8999,285.585,0.777207,2016-01-26 10:15:44,530563
60.852,138.604,0.585948,2016-01-09 10:26:54,447510
77.5388,174.27,0.747975,2016-01-25 04:36:14,452221
60.3458,204.768,1.69472,2016-01-14 02:23:45,604588
55.5012,62.9121,0.298306,2016-01-29 09:30:53,641201
76.9282,8.37223,1.18764,2016-01-01 02:11:10,254332
30.5409,77.3811,1.09063,2016-01-07 00:58:31,320726
6.58696,165.494,1.2186,2016-01-25 15:33:46,674149
62.0275,227.201,0.589897,2016-01-17 15:15:07,2253
74.451,64.1805,0.947888,2016-01-21 01:13:34,503529
37.9475,229.76,2.0625,2016-01-19 18:50:18,319737
35.2732,259.037,1.63073,2016-01-09 20:47:13,747016
29.6009,311.254,1.04828,2016-01-12 06:54:51,150550
36.3212,63.7766,0.50688,2016-01-28 10:35:16,572511
12.4175,94.9271,2.60997,2016-01-08 23:16:11,274167
2.93675,105.086,1.45385,2016-01-14 14:10:50,73889
74.6833,334.314,0.752956,2016-01-08 16:54:53,806464
74.5416,247.038,0.409337,2016-01-10 01:41:26,846929
2.34662,66.3254,0.759321,2016-01-15 21:24:57,848611
21.2541,83.4065,0.628395,2016-01-29 15:25:54,965244
1.98526,281.754,1.2437,2016-01-08 06:52:01,510731
24.1976,197.624,1.28492,2016-01-13 09:55:38,649376
81.7826,65.6626,0.90847,2016-01-29 11:05:20,61175
13.6876,102.965,1.17632,2016-01-30 14:07:48,415322
26.4709,236.096,1.5559,2016-01-25 09:18:58,178788
2.15405,186.211,2.275,2016-01-17 04:43:34,280685
80.0416,299.712,1.13294,2016-01-25 21:57:56,678690
69.9959,196.806,0.759779,2016-01-28 20:52:14,6873
41.7673,341.393,1.82465,2016-01-15 23:46:57,182715
11.1461,85.8334,1.90176,2016-01-26 10:17:24,464331
63.5363,275.077,2.12425,2016-01-22 15:06:04,134115
82.411,35.5374,1.30138,2016-01-07 15:17:00,389176
21.0631,344.276,36.9435,2016-01-13 11:43:44,653610
54.9543,5.78981,1.53739,2016-01-25 15:29:22,470113
7.33816,137.415,0.710866,2016-01-27 07:56:58,418075
47.3712,353.666,1.14196,2016-01-22 11:57:58,744461
63.9911,115.788,0.374972,2016-01-21 03:09:31,713928
76.0772,79.8643,0.693919,2016-01-07 18:04:34,749135
62.955,82.8166,3.04674,2016-01-29 04:07:28,787596
59.7842,306.98,1.97224,2016-01-24 15:52:58,119112
32.5891,153.318,0.347557,2016-01-27 12:53:48,24059
54.8734,51.0478,0.368347,2016-01-07 07:21:52,834000
53.4123,202.273,1.04973,2016-01-08 22:54:33,466322
15.9131,188.024,0.477577,2016-01-30 04:56:57,814435
48.5424,163.39,3.87322,2016-01-11 17:18:54,303085
65.8103,163.05,0.804513,2016-01-17 15:19:42,756011
56.8912,243.243,3.13173,2016-01-16 18:13:20,806795
20.1902,127.962,0.867117,2016-01-24 03:18:14,173886
37.7579,33.2792,1.90097,2016-01-12 00:28:20,398915
49.8185,323.708,2.22961,2016-01-06 06:14:21,401694
24.0789,20.612,1.28225,2016-01-14 12:08:01,574778
81.8016,293.773,2.67443,2016-01-17 15:33:51,559310
84.1851,285.401,3.15356,2016-01-30 11:17:23,778781
34.3782,73.499,5.54988,2016-01-28 22:10:28,682836
13.0406,341.427,5.68782,2016-01-19 19:12:51,910786
9.4202,15.3021,1.33606,2016-01-09 16:07:33,834211
82.7692,318.711,0.965431,2016-01-20 15:54:25,298797
63.692,36.6082,1.21079,2016-01-10 13:20:49,445565
12.1403,357.426,2.45515,2016-01-21 16:39:54,802275
36.7441,280.793,0.649095,2016-01-01 03:34:13,618684
17.4224,120.025,0.949998,2016-01-19 23:22:28,590655
11.4475,186.243,2.64881,2016-01-06 18:38:28,850835
89.1371,348.137,0.564526,2016-01-23 14:04:06,217791
70.1406,212.121,1.35924,2016-01-14 07:33:37,154806
18.0989,3.49116,1.32072,2016-01-08 12:33:51,311281
78.6886,32.4123,0.825102,2016-01-14 14:31:16,436433
1.58416,88.0232,30.6151,2016-01-19 00:31:05,748460
15.4221,138.587,0.905954,2016-01-09 00:37:39,891251
19.0051,149.561,0.826457,2016-01-28 00:50:53,896813
26.6094,256.966,0.961893,2016-01-20 13:39:35,195484
7.55646,342.625,1.6551,2016-01-31 20:28:13,872948
48.3638,142.445,1.87119,2016-01-23 08:43:16,543256
64.3089,258.851,1.1289,2016-01-06 21:40:15,575941
69.4146,169.445,1.76205,2016-01-24 22:02:25,902408
38.6672,223.041,0.772141,2016-01-03 04:24:10,97562
80.9936,306.695,2.02679,2016-01-29 09:33:07,452185
76.0855,156.052,1.61378,2016-01-31 21:18:14,936521
11.1341,92.8036,7.86321,2016-01-31 18:22:47,516144
6.15888,131.241,1.33304,2016-01-11 16:48:56,363067
2.67921,274.025,2.65967,2016-01-26 12:52:05,634974
32.7405,87.1591,0.844086,2016-01-07 01:36:52,479535
18.3012,353.76,2.81928,2016-01-14 21:24:15,630942
55.3285,41.0467,0.979803,2016-01-15 12:42:37,908692
23.5828,348.192,2.64526,2016-01-31 22:09:52,79049
81.7293,36.4332,0.60184,2016-01-05 06:44:17,328192
89.078,184.042,1.92208,2016-01-23 12:56:34,760828
77.2247,325.894,0.322607,2016-01-08 13:56:58,631098
9.60276,223.748,1.10893,2016-01-15 16:16:55,938125
71.0371,67.9553,0.643775,2016-01-31 21:52:28,674932
52.7347,18.3517,1.42215,2016-01-15 05:02:09,856393
25.3649,119.349,1.02541,2016-01-20 16:17:04,295127
26.6855,259.014,0.912852,2016-01-01 21:08:14,187519
74.5925,191.992,1.44296,2016-01-23 15:46:17,359079
9.69551,268.285,0.796078,2016-01-25 19:23:57,713594
53.2935,77.5168,2.8744,2016-01-01 13:20:14,367924
60.0047,298.427,1.35837,2016-01-11 06:33:49,932102
44.0092,107.085,4.71044,2016-01-15 22:06:13,74322
51.3514,255.668,0.674444,2016-01-06 14:48:15,336199
71.9333,3.48102,1.00967,2016-01-06 04:39:04,664456
